Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors
1,극한직업,2019-01-23 00:00:00,139655537516,0.042,139655537516,16266337,16266337,2003,292815,한국,한국,"(주)어바웃잇,영화사 해그림 주식회사,(주)씨제이이엔엠",(주)씨제이이엔엠,15세이상관람가,코미디,이병헌,"류승룡,이하늬,진선규,이동휘,공명,양현민,장진희,한준우,김명준,나철,정재광,정원창,김강현,김지영,오정세,이중옥,홍완표,고봉구,권지훈,권태호,김가빈,박재홍,서호철,김남우,박진아,송영규,안성봉,신하균,심철민,김병호,류제윤,김성우,이정수,김의성,김종수,고경진,고관형,이광기,지찬,구성환,이도용,천준호,정성훈,이하늬,이한종,임세운,한동희,임정묵,이범찬,이운산,김천,조주한,조현숙,이유진,정우영,신신애,윤설,정윤회,박도영,정재광,최광원,이두일,김윤배,최신득,이왕수,이육현,박정표,정인기,배정선,장지웅,임유란,엄지혜,오민준,태원석,장격수,편광진,하철,변봉식,홍승진,홍은진,허준석"
2,어벤져스: 엔드게임,2019-04-24 00:00:00,122492181020,0.037,122492181020,13977602,13977602,2835,246433,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF","안소니 루소,조 루소","로버트 다우니 주니어,크리스 에반스,마크 러팔로,크리스 헴스워스,스칼렛 요한슨,제레미 레너,돈 치들,폴 러드,브리 라슨,카렌 길런,브래들리 쿠퍼,조슈 브롤린"
3,겨울왕국 2,2019-11-21 00:00:00,114810421450,0.035,114810421450,13747792,13747792,2648,299334,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"크리스 벅,제니퍼 리","크리스틴 벨,이디나 멘젤,조시 게드,조나단 그로프"
4,알라딘,2019-05-23 00:00:00,106983620359,0.032,106983620359,12555894,12555894,1409,266518,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"어드벤처,가족,판타지",가이 리치,"메나 마수드,윌 스미스,나오미 스콧"
5,신과함께-인과 연,2018-08-01 00:00:00,102677675409,0.031,102677675409,12276350,12276350,2235,180043,한국,한국,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"판타지,드라마",김용화,"하정우,주지훈,김향기,마동석,김동욱,도경수,이준혁,정지훈,김동욱,조한철,장광,이정재,김민종,김기태,오희준,이수봉,이용희,이우주,이우주,이준혁,이지향,이지향,이지혜,김지안,김철구,김태준,안용우,김학충,노남석,장재욱,전종석,박지선,박찬영,정진영,권훈,권수정,김대근,김대현,김민석,안지호,강민,임철수,민무제,강신철,홍기준,정아미,홍인,류제승,최현종,김그림,양지수,강재은,전승재,정진영"
6,기생충,2019-05-30 00:00:00,87458120095,0.026,87458120095,10312812,10312812,1948,206301,한국,한국,(주)바른손이앤에이,(주)씨제이이엔엠,15세이상관람가,드라마,봉준호,"송강호,이선균,조여정,최우식,박소담,이정은,장혜진,박명훈,현승민,정현준,윤혜리,박근록,이시훈,김규백,설민,박가빈,정이서,조재명,정익한,안진상,이루아,김하언,하윤희,이도운,오별하,유인,유채련,정일화,지혜영,지연,최정연,서복현,심수미,장지우,한미자,주수지,강현규,고관재,박서준,곽신애,류영훈,문상근,김건,박재완,서한결,서희영,손지영,박혜숙,백동현,신승민,백승환,안성봉,염재민,오상준,오상준,김성수,김세인,윤영우,정재훈,김이슬,이종현,이주형,제승현,김혜련,김정우,이지혜,황인경,이덕형,이시은,김영조,이도용,김보령,김용각,정세현,이옥희,이상경,정아름,이은희,이인경,박미애,김진형,이시후,박재욱,양선영,장예원,최정현,김성준,최지원,김향배,채하니"
7,보헤미안 랩소디,2018-10-31 00:00:00,86280975785,0.026,86280975785,9948386,9948386,1179,232226,미국,미국,,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",12세이상관람가,드라마,브라이언 싱어,"라미 말렉,조셉 마젤로,마이크 마이어스,루시 보인턴"
8,엑시트,2019-07-31 00:00:00,79233142162,0.024,79233142162,9426161,9426161,1660,202226,한국,한국,"(주)외유내강,(주)필름케이",(주)씨제이이엔엠,12세이상관람가,"코미디,액션",이상근,"조정석,임윤아,고두심,박인환,김지영,강기영,오희준,배유람,유수빈,조성희,주보비,김강현,정민성,박성일,신세휘,김경룡,김강훈,강덕중,강충훈,박상혁,곽민규,민대웅,권혁주,박윤희,박윤희,박정환,박주홍,설도희,배해선,백현익,신철진,양지혜,김병순,오누리,김상보,윤대열,오유진,김서율,김선호,김수연,김현수,김현수,이정인,정재은,임희수,최서현,정지우,최성윤,김형기,이선우,이성수,이성훈,조성동,김호정,조예린,김종구,황슬기,조윤호,전혜원,이찬유,조은성,최재영,최재영,이수정,김주아,강기영,김준수,이경오,주보비,주보비,최진영,고두심,곽새빛,곽호중,권상혁,최현아,권은빈,최혜인,기상원,채서원,김한솔,이동휘,이동희,이랑서,김태한,임종현,이창진,김이석,한우리,이화정,이봉련,김환영,김태환,주예서,김태율,정우영,정새다솜,정윤지,채승혜,슈기(최슬기),천대만,윤해빈,이채원,이재국,이학광,최영도,이현하,박재랑,이용탁,박채익,반혜라,탁트인,손현준,장서우,송원수,변건우,한서율,한승효,황지현,황효은,한윤식,허철,허형규,홍나현,강경수,김보성"
9,백두산,2019-12-19 00:00:00,69825366300,0.021,69825366300,8252669,8252669,1971,174320,한국,한국,"주식회사 덱스터 픽쳐스,(주)퍼펙트스톰필름,(주)씨제이이엔엠","(주)씨제이이엔엠,(주)덱스터스튜디오",12세이상관람가,"어드벤처,드라마","이해준,김병서","이병헌,하정우,마동석,전혜진,배수지,손성찬,서명찬,양지수,박준영,양대혁,김재철,박지훈,변우석,지화섭,김지민,이정민,허승,차시원,김훈만,손영순,박태산,우진혁,신성일,김세윤,김정현,허지나,김지훈,한창민,남상지,김연교,정윤하,김하라,이은희,이상원,옥자연,한수현,강신철,이경영,조한철,최광일,김시아,임형국,박주환,남성준,김민식,박지홍,서현우,김준원,남문철,박성근,전도연,노종면,이광연,이종원,김경수,나경철,박윤미,염상훈,차해리,김태은,서석규,서문호,장재희,나경진,김효준,김성혁,권수진,임윤비,장근영,서문호,한동훈,오지영,박정숙,홍지아,임수아,권귀덕,김기태,김찬욱,김양원,김시원,김대경,강규현,박범석,이재한,임무빈,장나라,서영재,김통령,최정현,이한결,안구희,최홍락,정상균,이육헌,권혁일,이두원,이창석,장용희,김동빈,김영경,김진문,민병욱,윤슬기,이형주,정진혁,한동훈,백경윤,고한민,허승,양지수,한동훈,서문호,김연교,정한빈"
10,스파이더맨: 파 프롬 홈,2019-07-02 00:00:00,69030020600,0.021,69030020600,8023326,8023326,2142,181024,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처,코미디,SF",존 왓츠,"톰 홀랜드,사무엘 L. 잭슨,젠데이아 콜먼,코비 스멀더스,존 파브로,마리사 토메이,제이크 질렌할,제이콥 배덜런"
11,미션 임파서블: 폴아웃,2018-07-25 00:00:00,55888375112,0.017,55888375112,6584915,6584915,1957,101374,미국,미국,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"액션,스릴러",크리스토퍼 맥쿼리,"톰 크루즈,레베카 퍼거슨,바네사 커비,미셸 모나한,헨리 카빌,안젤라 바셋,사이먼 페그,알렉 볼드윈"
12,캡틴 마블,2019-03-06 00:00:00,51507488723,0.016,51507488723,5802810,5802810,2100,186382,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF","애너 보든,라이언 플렉","브리 라슨,사무엘 L. 잭슨,벤 멘델슨,주드 로"
13,쥬라기 월드: 폴른 킹덤,2018-06-06 00:00:00,49770711037,0.015,49770711037,5661128,5661128,1972,144779,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",후안 안토니오 바요나,"크리스 프랫,브라이스 달라스 하워드,제프 골드블럼,저스티스 스미스,토비 존스,B.D. 웡,테드 레빈,제임스 크롬웰,라프 스팰,제랄딘 채플린,마이클 파파존,카밀 레미에쉐브스키,다니엘라 피네다,로버트 엠스"
14,앤트맨과 와스프,2018-07-04 00:00:00,47468053685,0.0139999999999999,47468053685,5448134,5448134,1775,148244,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF",페이튼 리드,"폴 러드,에반젤린 릴리,마이클 더글라스,미셀 파이퍼,로렌스 피쉬번,해나 존-케이먼,마이클 페나,월튼 고긴스"
15,안시성,2018-09-19 00:00:00,46342006026,0.0139999999999999,46342006026,5441020,5441020,1540,110444,한국,한국,"(주)영화사수작,(주)스튜디오앤뉴,모티브픽쳐스(주)",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"사극,액션",김광식,"이태진,조인성,신현숙,남주혁,박성웅,차영주,김경희,배성우,엄태구,설현,박병은,오대환,성동일,정은채,유오성,김미지,여윤호,박인수,이승일,이현,이경재,이낙준,이동민,이상혁,이상호,이성욱,이세민,이승석,배유리,이승환,배준수,이원재,이은희,이은희,이인규,이정민,김종호,이준우,이진용,이태진,이호준,임동영,임상현,김현우,김현창,나대한,오진석,유병주,윤정열,문창준,박경관,임용순,박세준,정미경,정지훈,김한솔,정태영,조석현,조형래,조혜인,조혜인,김욱,김대현,김동민,김동진,김명준,김민혁,최희열,한명환,한아름,한정환,김이현,김원중,김세홍,강희중,주석태,손영순,장광,옥자연,여이레,정인겸,신유람,박태산,정태야,황재필,이람,정현국,오일용,이정선,이민혁,문창완,장이준,스테파니 리"
16,완벽한 타인,2018-10-31 00:00:00,44356976474,0.013,44356976474,5294154,5294154,1325,143075,한국,한국,"(주)필름몬스터,드라마하우스(주)",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,코미디",이재규,"유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,정민규,정지훈,조용진,최유화,조달환"
17,조커,2019-10-02 00:00:00,45443092130,0.0139999999999999,45443092130,5255308,5255308,1418,148270,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,드라마,스릴러",토드 필립스,"호아킨 피닉스,재지 비츠,로버트 드 니로,프란시스 콘로이,브렛 컬렌"
18,아쿠아맨,2018-12-19 00:00:00,44136382204,0.013,44136382204,5040430,5040430,1285,105412,미국,"미국,호주",,워너브러더스 코리아(주),12세이상관람가,액션,제임스 완,"제이슨 모모아,앰버 허드,니콜 키드먼,패트릭 윌슨,윌렘 데포,돌프 룬드그렌"
19,공작,2018-08-08 00:00:00,42795690816,0.013,42795690816,4975517,4975517,1317,99122,한국,한국,"(주)영화사 월광,(주)사나이픽처스",(주)씨제이이엔엠,12세이상관람가,드라마,윤종빈,"황정민,이성민,조진웅,주지훈,김대현,이경호,이기용,이동희,이상원,이상현,박현민,김재희,이승찬,이승환,이승훈,이은영,김정현,이재우,이재혁,김정호,김종수,김지나,서주연,손승훈,이창석,이창훈,이희경,김지혜,김지홍,김진영,김현중,김형기,김형우,정재헌,박진영,강주석,정혜경,조현수,강민지,김다솜,김대현,김미혜,최운진,최지현,최희열,김소진,김수연,김은아,김승희,김영진,김영훈,김용석,김우영,김우현,주해은,한창현,양현민,정기섭,민무제,한성천,금새록,김응수,최병모,손성찬,홍기준,정소리,김규백,김규남,최정인,박경찬,곽자형,강덕중,류성현,감승민,김현,윤재인,권범택,설창희,김인우,양지수,곽진석,박혁민,염석무,엄지만,정종우,김도율,권유진,김종태,박진수,박혜영,곽민석,임정민"
20,봉오동 전투,2019-08-07 00:00:00,40588648538,0.012,40588648538,4787538,4787538,1476,107030,한국,한국,"(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",(주)쇼박스,15세이상관람가,"사극,액션,드라마",원신연,"유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키,박지환,최유화,성유빈,이재인,다이고 코타로,고민시,지웅배,양현민,김기태,김규백,강민재,박도하,동윤석,곽진석,김대건,박시윤,권혁성,박영복,김경로,김경준,김경희,김관수,박재형,박준성,박지열,손우진,김동규,박훈,박희순,배성민,김두현,백경록,백승환,안성진,유경훈,김병국,어주선,오상무,오상윤,오승호,오진석,윤병희,김세한,윤선용,김현민,이정민,최민식,장세용,김현철,허인구,허인범,이준우,장의돈,김재현,홍범기,홍상표,장현석,전동현,전두식,홍진기,홍희자,윤종구,이수호,강내균,정미남,김연,강신구,강신형,이경욱,강준석,이관훈,이광기,고한민,고한수,지성은,곽예준,권성영,이대광,김길중,이도용,김리승,이연빈,김학충,이한종,김승완,김용석,임세운,임정환,이예지,임동욱,조셉,조영동,노재훈,조원빈,김철윤,주광현,남동명,김태형,장원일,문동식,원진,위민국,김태준,유명훈,노시홍,지명근,정광희,진근호,정동근,민상우,정윤철,신한울,윤서진,채장열,이인규,정재우,박범석,이권식,심소영,김유진,이민혁,박승준,박야성,최유화,이웅빈,손민호,양정두,장인수,여윤호,최홍락,염석무,전영인,최희열,전중용,오문강,서정식,오재윤,장나라,장래군,원풍연,장병수,오현근,백종승,백효성,한국인,한도진,황태인,한태양,홍민수,곽진석,장이준"
21,남산의 부장들,2020-01-22 00:00:00,41223596650,0.012,41223596650,4750104,4750104,1659,140048,한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,드라마,우민호,"이병헌,이성민,곽도원,이희준,김소진,김승훈,박성근,서현우,지현준,박지일,이태형,주석태,이도국,김민상,이양희,정미형,조혜주,김명선,이하영,전우재,손병욱,윤충,염석무,박현우,김태훈,최재훈,조영규,이수광,박기만,엄지만,천명재,김낙균,천재홍,김지나,이태호,정종우,윤기창,손인용,박소윤,이영용,김성철,장은채,유정호,정문용,신하준,이승진,제리 렉터,오진석,남승화,유대식,장의돈,구윤회,양재훈,김동환,이광식,김병남,오대환,이충훈,이병관,김지성,박하균,이상철,김홍파,김용우,정원석"
22,라이온 킹,2019-07-17 00:00:00,41519457430,0.013,41519457430,4743264,4743264,1936,126496,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"어드벤처,드라마,가족",존 파브로,"도날드 글로버,비욘세 놀즈,제임스 얼 존스,치웨텔 에지오포,세스 로건"
23,나쁜 녀석들: 더 무비,2019-09-11 00:00:00,39560195124,0.012,39560195124,4573902,4573902,1511,113938,한국,한국,"(주)씨제이이엔엠,(주)영화사비단길",(주)씨제이이엔엠,15세이상관람가,"범죄,액션",손용호,"황두하,마동석,김상중,김아중,장기용,강예원,민태율,박형수,김혜윤,손성찬,박상욱,정종열,김경덕,서문호,백종민,임용순,안성봉,배은우,김인우,박태산,지승현,추연규,최원,이순혁,박효준,이재윤,박원상,조영진,한정현,전익령,김형묵,윤병희,강영묵,조동혁,공정환,석영오,문경민,손진환,김희창,박광재,최현욱,김원진,이수정,장준녕,김재록,설지윤,배성민,김창옥,이승창,김원중,박서진,강승호,김지웅,서영민,원근수,문재원,정광희,서문호,배현경,홍도성,지남혁,한상철,장의돈,이진혁,박병선,봉신주,박근영,이지운,김산성,박민한,김대경,고봉구,김효영,한명철,신현승,유병선,오재윤,김문학,양한석,이수민,나호원,정무성,박태산,이왕수,최재원,유인선,김미지,조혜빈,최서현,윤수하,최지희,최효상,김윤홍,김지한,임용순,김강일,박용,손성찬,방재호,김춘기,김시온,장한승,전민준,안성봉,신유람,윤토왕,정윤철,임정민,박금철,김왕용,서정우,홍범기,권지훈,양해길,박광설,이형길,주원,배준모,김정봉,이성빈,이재학,여경준,강범석,최민석,박성우,임시우,한명환,손현민,김지훈,박현준,고건호,박국진,김여름,김창희,남상기,노현석,나예성,신용호,신현빈,윤지용,이건희,이원찬,이종현,장석권,정상호,정지성,한지훈,조태호,김혜성,진시원,임세운,박숙명,김시혜,김주연,정은정,김상욱,유재상,송원수,김선동,이한성,곽정길,김명희,김유진,홍희자,박복만,심철민,옥주리"
24,베놈,2018-10-03 00:00:00,34100211207,0.01,34100211207,3888096,3888096,1308,116149,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,SF,스릴러",루벤 플레셔,"톰 하디,미쉘 윌리엄스,리즈 아메드,제니 슬레이트"
25,암수살인,2018-10-03 00:00:00,32998321048,0.01,32998321048,3789553,3789553,1177,126128,한국,한국,"(주)필름295,(주)블러썸픽쳐스",(주)쇼박스,15세이상관람가,"범죄,드라마",김태균,"김윤석,주지훈,문정희,진선규,이재현,이윤재,김종수,김지성,이현주,임병우,김진혁,김학준,윤성원,박성현,박진수,박진영,권회수,허진,김영웅,김윤석,배해선,이봉련,정기섭,이유준,원현준,김미경,김미화,정종준,황재열,박재한"
26,국가부도의 날,2018-11-28 00:00:00,30893315837,0.009,30893315837,3755233,3755233,1180,101077,한국,한국,영화사 집,(주)씨제이이엔엠,12세이상관람가,드라마,최국희,"김혜수,유아인,허준호,조우진,뱅상 카셀,이원희,이은주,손민석,손영진,이하윤,김진구,박경관,박재민,박재영,박정민,권훈,김기현,염혜란,최준영,조한철,한창현,엄효섭,장성범,동하,박진주,이양희,손성찬,전배수,백도겸,박경찬,정종열,양말복,한이진,김민상,이영희"
27,82년생 김지영,2019-10-23 00:00:00,30305744310,0.009,30305744310,3679019,3679019,1486,145461,한국,한국,(주)봄바람영화사,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,김도영,"이시영,정유미,공유,김미경,공민정,박성연,이봉련,김성철,이얼,전국향,박세현,김미경,손성찬,강애심,김정영,예수정,염혜란,김해나,어성욱,권귀빈,류아영,김하연,강별,기소유,이나윤,유준후,김용준,이지혜,우지현,이성욱,김지수,윤서진,김미지,이재인,이주원,원춘규,김해나,정준,김금순,윤사봉,정형석,손규원,신태양,최희진,박수진,김국희,정선아,김선미,이음,이승용,조백한,오해주,오일영,우도임,구재연,정태성,허태경,권지수,백효성,김철진,김규도,김영표,김성태,김지우,송윤,이해운,최수빈,김남진,김선혜,조예린,고재원,천문정,정선아,김정원,예수정,염혜란,주인영"
28,분노의 질주: 홉스&쇼,2019-08-14 00:00:00,32241767793,0.01,32241767793,3657536,3657536,1311,94896,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,데이빗 레이치,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비"
29,토이 스토리 4,2019-06-20 00:00:00,28763352540,0.009,28763352540,3400623,3400623,1336,85913,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디",조시 쿨리,"톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스,조앤 쿠삭,매들린 맥그로"
30,돈,2019-03-20 00:00:00,28870244062,0.009,28870244062,3389125,3389125,1431,120809,한국,한국,"(주)사나이픽처스,(주)영화사 월광",(주)쇼박스,15세이상관람가,범죄,박누리,"류준열,유지태,조우진,원진아,박명신,이화룡,오희준,정기섭,차래형,김강현,유재명,이서환,정만식,임세미,한주완,서명찬,이무생,홍인,임천석,우지이,강우신,홍석찬,임교은,박용복,백명재,백정우,추판호,배재완,추국현,주제희,김일석,안문주,선인호,황혜진,현명석,노현욱,구혜연,권욱락,환현규,서아라,강이나,천세라,최별하,최예록,박아정,현정애,김운송,허철영,구효길,백승인,주동희,이태검,강덕중,남문철,동윤석,동현배,고해성,박상훈,곽진석,구본진,박성용,맹나현,박성현,박세정,권지훈,권혁성,서정우,김기정,선율우,박준혁,성승주,박준호,김대현,손영민,손우진,손종학,송승현,신재민,변진수,김민아,김민재,안현빈,유지수,오경민,오대환,육효명,김상욱,신나리,김세정,윤선혜,윤용석,윤용석,윤육,이정철,고재경,장영주,김재영,허지나,최영우,이지연,장훈,김혜련,김혜준,이지혜,황병국,이수련,조우진,김종수,이육헌,최현종,황정민,최정현,김시우,조정원,정도원,이가경,강동균,정민규,주보라,김지나,김지성,진선규,이도국,김진옥,최희진,이연우,김하영,김성강,정세아,김태한,김왕도,이민정,김윤영,김윤오,김찬이,이원찬,이현일,이유진,명재환,이윤경,이은석,정수용,김태빈,이이슬,박광진,김철민,윤채연,김진호,박소리,안지은,안태준,이호근,박현욱,최현종,전희련,오승훈,장규미,김현우,한성호,한수용,곽진석,장규미,노상현"
31,악인전,2019-05-15 00:00:00,29133760150,0.009,29133760150,3364712,3364712,1307,97351,한국,한국,(주)비에이엔터테인먼트,"(주)에이스메이커무비웍스,(주)키위미디어그룹",청소년관람불가,"범죄,액션",이원태,"마동석,김무열,김성규,문동혁,오희준,민무제,문순주,김근영,전배수,유재명,이서환,신희철,강문봉,남승화,박보경,공민규,공성하,곽최산,권혁,김결,서문호,김규리,김동민,배경민,김명희,백수진,백승민,신영선,이정우,안성봉,신하준,김민준,유승목,유승목,유재명,김보경,오상준,오상준,오현석,윤영균,임효진,김이현,최민철,최선영,정지훈,이상희,김재영,김건,김정석,이성훈,류성현,이소진,황보정일,이육헌,황인성,우강민,윤현주,정미경,강수빈,강영택,김준영,권다솜,이승현,차순배,이승훈,권정우,권혁일,이도군,김진옥,이동기,표성수,이동욱,이동준,이영아,한상철,조승국,한지아,류태호,우상전,우원규,김우림,유용국,이은샘,민경수,정유선,정여루,신기록,이재은,김윤성,안민하,이성일,박은보,이유선,배진호,양지수,최현경,배민준,염미선,전시현,장선정,성주원,허동원,안영석"
32,시동,2019-12-18 00:00:00,28112844360,0.009,28112844360,3318429,3318429,1515,93437,한국,한국,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,최정열,"마동석,박정민,정해인,염정아,최성은,김종수,이해운,성혁,손석배,홍인,이수빈,방은정,허준석,김미화,조재영,김대곤,강덕중,박성일,백주희,김자영,윤경호,고두심,김경덕,김민재,박해준,류성현,권혁범,정의욱,유수빈,조대희,차우진,조한준,이태형,승의열,류제승,임성재,김원목,곽수정,이문석,정병두,서문호,강태수,박원준,이육헌,김시원,김통령,하재열,최현종,임동민,김기태,선율우,오재세,우광제,이한결,정상균,정운,최홍락,선우,강윤혜,김보람,김해정,민서희,전경석,김주아,박혜영"
33,독전,2018-05-22 00:00:00,27375644452,0.008,43486831113,3251106,5063844,1532,105826,한국,한국,"(주)용필름,보야저필름",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연,정가람,김동영,금새록,정준원,서문호,이육헌,윤재인,정종우,추연규"
34,마녀,2018-06-27 00:00:00,27242029463,0.008,27242029463,3189091,3189091,1117,90843,한국,한국,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),15세이상관람가,"미스터리,액션",박훈정,"김다미,조민수,박희순,최우식,백승철,김하나,이강곤,이상용,백규현,김종면,김종훈,서영희,송민수,이주원,이채현,이하영,이혜성,남경민,모그,박상현,박상훈,박시현,장민재,정다은,박정수,정승채,정지민,김한솔,조제웅,진영준,권용석,김기훈,김미진,최정우,김상훈,김수현,김승우,김영원,김영민,김우주,고민시,권태원,현봉식,이기영,최현종,오미희,김병옥,이주원,곽진석,명홍진"
35,탐정: 리턴즈,2018-06-13 00:00:00,26906978678,0.008,26909514678,3152639,3152895,1137,107907,한국,한국,(주)크리픽쳐스,(주)씨제이이엔엠,15세이상관람가,"코미디,범죄",이언희,"권상우,성동일,이광수,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규,김연교,백인권,이상철"
36,인크레더블 2,2018-07-18 00:00:00,24555055588,0.00699999999999999,24555055588,3033105,3033105,1605,70935,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,액션,어드벤처,코미디,가족",브래드 버드,"크레이그 T. 넬슨,사무엘 L. 잭슨,홀리 헌터"
37,서치,2018-08-29 00:00:00,25284465345,0.008,25284465345,2950097,2950097,1097,95761,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,아니쉬 차간티,"존 조,데브라 메싱"
38,가장 보통의 연애,2019-10-02 00:00:00,24885803430,0.008,24885803430,2924563,2924563,1073,111527,한국,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",김한결,"김래원,공효진,강기영,정웅인,장소연,이채은,정혜린,손우현,박근록,주민경,지일주,오동민,성병숙,차엽,윤경호,차중원,신민재,손영순,손산,이승찬,조재완,김연철,김영,배현성,조지현,송예진,정현규,심소연,손성찬,조영복,최정원,최지원,강소연,유하성,송규용,정미란,한예성,임지형,이건희,김진옥,박인영,이윤재,강은수,홍민성,민지안,임유란,송필근,손여은"
39,말모이,2019-01-09 00:00:00,23989598520,0.00699999999999999,23989598520,2866453,2866453,1203,87843,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,엄유나,"유해진,윤계상,김홍파,우현,김선영,민진웅,이성욱,조현철,오희준,정기섭,허성태,김동영,예수정,김태훈,김규백,이정은,유재명,이서환,윤경호,조현도,선승수,채동현,송형수,이새로미,김철무,이다일,최윤빈,차준서,지원호,윤준열,정원,고재원,정임섭,조성운,유용희,명인호,이상희,박경근,강유미,강태수,구민혁,박성용,권혁,박영서,서문호,서영주,박준희,김남훈,김대현,김도엽,송부건,송영창,송영창,송지호,김동효,백경윤,김문식,신재영,유순웅,유은미,오경민,오규택,김서윤,김세한,윤영균,최귀화,이상희,조석인,조수빈,조승구,조유신,전진기,이육헌,윤준상,윤준호,이강우,강전영,구준우,김길범,이도용,이동현,김한빛,김학충,이영호,한대훈,임수지,조용진,이호철,노영주,김태율,유상재,이현걸,박예나,박원석,전병덕,서영재,김민석,박나은"
40,너의 결혼식,2018-08-22 00:00:00,23676244369,0.00699999999999999,23676244369,2820969,2820969,970,98193,한국,한국,"(주)필름케이,(주)외유내강",플러스엠 엔터테인먼트,12세이상관람가,멜로/로맨스,이석근,"박보영,김영광,강기영,장성범,고규필,서은수,차엽,안길강,이동석,이재상,서남윤,김준수,김지훈,김태환,김학준,김한슬,박규태,정난희,박종범,박주희,정유진,정주호,조영웅,김건중,홍근택,홍진기,김영훈,김성준,강희중,배해선,조성희,신희철,김현숙,안민영,전배수,윤경호,강덕중,유희제,하준,김성준,박성준,김민석"
41,증인,2019-02-13 00:00:00,20483149331,0.006,20483149331,2534793,2534793,1047,89574,한국,한국,"(주)무비락,(주)도서관옆스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이한,"정우성,김향기,이규형,염혜란,장영남,정원중,김종수,박근형,송윤아,이준혁,이레,김승욱,오재세,이채은,이서준,이서환,강민지,강지현,박세정,권혁준,김경훈,박재환,박주은,박준호,박찬영,송우용,김미진,안성봉,신치영,신혜정,김범석,오창경,김소연,김수경,이준형,장효석,김정연,김호연,조성재,김홍식,최은영,최종률,정도원,정명훈,조한나,이승헌,강은수,고민지,곽나현,권정은,김규인,김난영,표예리,김바비,이동훈,김학선,이영아,김승윤,이민정,조복휘,김인규,김준원,정승욱,도현,김형묵,정영록,남혜진,김태현,정우성,문승배,정경현,이은샘,채치웅,윤정환,박미정,이종익,최문익,심은정,이석환,박윤근,박은우,엄주원,박창화,엄혜란,배내희,손제형,추귀정,염지영,장부익,장선아,서광재,한윤지,한재경,이슬이"
